#	datafile Path	C:\data\asr\table\17071530.asr																													
#	datafile Name	17071530.asr																													
#	Download date	7/15/2017																													
#	download Time	23:10:07																													
#	Software name	(@) ASRdown_tools.c																													
#	software Revision	76																													
#	software date	2004 January 12																													
#	ASR software version	R392d.MSA																													
#																															
#	? location where ASR was operated ? 																														
#	"ceh rooftop July 15, 2017 L7"																														
#																															
#	? weather conditions ? 																														
#	hot and hazy but no 'solid' clouds																														
#																															
#	? ASR operator name ? 																														
#	Cibele  all times utc																														
#																															
#	? observations and comments ? 																														
#																															
#	converted to cdt     dba																														
# year	month	day	hour	minute	second	sats	lat	long	down	temper	380nm	400nm	440nm	520nm	610nm	670nm	780nm	870nm	940nm	1030nm	Qdown	Qleft	Qright	Qup	AZrcnt	ZENrcnt	AZcumu	ZENcumu	Ambient	Baro	Humid
2017	7	15	14	18	5	0	0	0	0	46714	38472	30394	35800	29486	34682	40265	49458	47627	9911	32587	14936	14120	14034	14970	59	-10	27869	568412	0	65535	65535
2017	7	15	14	19	5	0	0	0	0	46719	38210	30225	35648	29390	34582	40173	49334	47524	9749	32529	14956	14058	13979	14795	124	-11	27993	569767	0	65535	65535
2017	7	15	14	20	5	0	0	0	0	46720	38476	30397	35793	29488	34675	40300	49483	47659	9957	32597	14808	14027	14039	15021	96	-7	28089	571124	0	65535	65535
2017	7	15	14	21	5	0	0	0	0	46715	37813	29912	35300	29169	34398	39994	49162	47387	9556	32450	14902	14048	13853	14682	89	-13	28178	572449	0	65535	65535
2017	7	15	14	22	5	0	0	0	0	46718	37330	29508	34896	28903	34175	39796	48929	47231	9405	32410	14809	13977	13876	14605	94	-11	28272	573786	0	65535	65535
2017	7	15	14	23	5	0	0	0	0	46721	37650	29711	35002	28999	34242	39733	49027	47339	9413	32410	14696	13883	13884	14795	92	-9	28364	575129	0	65535	65535
2017	7	15	14	24	5	0	0	0	0	46715	37486	29730	35067	29000	34242	39781	48876	47139	9323	32307	14792	13892	13894	14722	94	-13	28458	576450	0	65535	65535
2017	7	15	14	25	5	0	0	0	0	46717	36797	29217	34523	28645	33850	39436	48525	46854	8974	32079	14590	13846	13619	14527	87	-13	28545	577791	0	65535	65535
2017	7	15	14	26	5	0	0	0	0	46720	35764	28434	33642	28069	33336	38843	47951	46445	8734	31898	14503	13610	13555	14369	89	-12	28640	579145	0	65535	65535
2017	7	15	14	27	5	0	0	0	0	46715	35748	28429	33677	28063	33334	38888	48021	46485	8803	31958	14422	13619	13587	14483	95	-11	28735	580492	0	65535	65535
2017	7	15	14	28	5	0	0	0	0	46717	36330	28894	34130	28335	33556	39062	48238	46612	8858	31857	14447	14936	12563	14540	47	-13	28784	581789	0	65535	65535
2017	7	15	14	29	5	0	0	0	0	46720	36199	28740	34001	28264	33501	39054	48161	46568	8972	31986	14498	13659	13614	14435	128	-13	28912	583130	0	65535	65535
2017	7	15	14	30	5	0	0	0	0	46714	36618	29061	34356	28498	33728	39251	48343	46725	9012	32051	14465	13796	13587	14634	91	-11	29003	584449	0	65535	65535
2017	7	15	14	31	5	0	0	0	0	46719	37500	29679	35017	28935	34126	39649	48753	47046	9193	32229	14543	13815	13820	14827	53	-12	29136	585829	0	65535	65535
2017	7	15	14	32	5	0	0	0	0	46719	37693	29785	35128	29009	34198	39733	48783	47088	9257	32256	14659	13830	13845	14707	125	-14	29261	587183	0	65535	65535
2017	7	15	14	33	5	0	0	0	0	46715	38003	30023	35387	29201	34375	39912	49043	47281	9401	32342	14670	13970	13836	14897	84	-12	29345	588517	0	65535	65535
2017	7	15	14	34	5	0	0	0	0	46720	38001	30066	35426	29223	34399	39918	49079	47299	9430	32368	14632	14010	13834	14988	89	-13	29434	589834	0	65535	65535
2017	7	15	14	35	5	0	0	0	0	46718	37918	30017	35385	29194	34389	39914	49076	47296	9391	32360	14618	13961	13843	14957	85	-14	29519	591184	0	65535	65535
2017	7	15	14	36	5	0	0	0	0	46716	37908	29998	35364	29190	34371	39910	49052	47268	9420	32349	14706	13967	13833	14849	84	-15	29603	592527	0	65535	65535
2017	7	15	14	37	5	0	0	0	0	46720	38289	30223	35539	29313	34454	39980	49122	47309	9456	32379	14706	13993	13819	14872	87	-15	29690	593872	0	65535	65535
2017	7	15	14	38	5	0	0	0	0	46720	38022	30076	35461	29253	34422	39991	49072	47266	9426	32345	14881	13972	13883	14649	86	-17	29776	595213	0	65535	65535
2017	7	15	14	39	5	0	0	0	0	46715	37941	30006	35381	29211	34402	39945	49068	47265	9411	32343	14731	13959	13857	14801	83	-13	29859	596530	0	65535	65535
2017	7	15	14	40	5	0	0	0	0	46717	38299	30276	35647	29358	34545	40050	49222	47397	9537	32416	14668	14032	13898	14972	84	-13	29943	597839	0	65535	65535
2017	7	15	14	41	5	0	0	0	0	46719	38403	30351	35755	29439	34606	40165	49278	47428	9601	32433	14950	14085	13893	14747	85	-20	30028	599175	0	65535	65535
2017	7	15	14	42	5	0	0	0	0	46721	38434	30396	35792	29483	34663	40178	49356	47488	9616	32469	14707	14042	13883	14933	84	-13	30112	600506	0	65535	65535
2017	7	15	14	43	5	0	0	0	0	46721	38227	30232	35641	29375	34553	40114	49235	47393	9523	32403	14903	14070	13862	14734	81	-21	30193	601813	0	65535	65535
2017	7	15	14	44	5	0	0	0	0	46720	38270	30264	35625	29358	34580	40120	49292	47460	9557	32441	14715	14013	13877	14985	86	-13	30279	603152	0	65535	65535
2017	7	15	14	45	5	0	0	0	0	46719	38135	30184	35588	29346	34528	40085	49209	47373	9523	32393	14888	14065	13854	14739	79	-21	30358	604479	0	65535	65535
2017	7	15	14	46	5	0	0	0	0	46718	38210	30237	35636	29381	34578	40107	49289	47457	9569	32444	14717	14047	13901	14964	80	-14	30438	605815	0	65535	65535
2017	7	15	14	47	5	0	0	0	0	46718	38309	30319	35731	29437	34607	40114	49269	47462	9613	32444	14720	14024	13941	14996	81	-16	30519	607157	0	65535	65535
2017	7	15	14	48	5	0	0	0	0	46718	38318	30311	35724	29443	34619	40185	49328	47473	9619	32456	14924	14024	13952	14766	81	-20	30600	608481	0	65535	65535
2017	7	15	14	49	5	0	0	0	0	46717	38427	30271	35639	29380	34564	40103	49406	47447	9603	32385	14714	14465	13520	15005	63	-14	30663	609819	0	65535	65535
2017	7	15	14	50	5	0	0	0	0	46717	38421	30395	35796	29479	34688	40223	49412	47554	9622	32508	14666	13969	13965	15013	91	-17	30754	611168	0	65535	65535
2017	7	15	14	51	5	0	0	0	0	46717	38494	30409	35796	29471	34631	40229	49392	47538	9652	32499	14839	14010	14114	15065	77	-18	30831	612516	0	65535	65535
2017	7	15	14	52	5	0	0	0	0	46717	38376	30379	35839	29494	34618	40262	49385	47502	9679	32463	15029	14164	13992	14738	78	-21	30909	613857	0	65535	65535
2017	7	15	14	53	5	0	0	0	0	46717	38506	30436	35799	29485	34650	40249	49382	47510	9715	32492	14993	14103	13986	14734	77	-18	30986	615205	0	65535	65535
2017	7	15	14	54	5	0	0	0	0	46717	38599	30535	35970	29597	34757	40342	49476	47606	9772	32536	15002	14003	14072	14812	77	-17	31063	616554	0	65535	65535
2017	7	15	14	55	5	0	0	0	0	46716	38661	30635	36056	29627	34792	40430	49569	47628	9884	32569	14996	14050	14141	14852	75	-18	31140	617876	0	65535	65535
2017	7	15	14	56	5	0	0	0	0	46716	38666	30609	36074	29673	34815	40386	49568	47621	9928	32545	14979	14091	14083	14984	74	-18	31214	619202	0	65535	65535
2017	7	15	14	57	5	0	0	0	0	46715	38827	30691	36141	29708	34842	40425	49563	47644	9937	32555	15037	14094	14114	14894	75	-21	31289	620527	0	65535	65535
2017	7	15	14	58	5	0	0	0	0	46716	39068	30745	36170	29779	34878	40417	49596	47661	9943	32572	14825	14063	14063	15093	72	-16	31361	621867	0	65535	65535
2017	7	15	14	59	5	0	0	0	0	46716	38853	30684	36131	29701	34851	40423	49582	47663	9956	32579	14880	14043	14121	15028	73	-20	31434	623185	0	65535	65535
2017	7	15	15	0	5	0	0	0	0	46717	38714	30615	36053	29681	34799	40370	49518	47615	9894	32535	15034	14101	14049	14880	72	-21	31506	624520	0	65535	65535
2017	7	15	15	1	5	0	0	0	0	46718	38713	30623	36086	29675	34823	40396	49532	47614	9883	32520	14883	14044	14093	15028	71	-17	31577	625847	0	65535	65535
2017	7	15	15	2	5	0	0	0	0	46719	38662	30596	36063	29667	34804	40400	49539	47633	9889	32555	15009	14094	14085	14892	43	-21	31674	627190	0	65535	65535
2017	7	15	15	3	5	0	0	0	0	46720	38732	30688	36093	29667	34838	40385	49524	47662	9898	32566	14867	14091	14182	15044	96	-17	31770	628543	0	65535	65535
2017	7	15	15	4	5	0	0	0	0	46721	38766	30650	36111	29704	34856	40419	49602	47693	9913	32586	14925	14092	14115	15073	71	-19	31843	629872	0	65535	65535
2017	7	15	15	5	5	0	0	0	0	46720	38798	30682	36194	29765	34898	40456	49601	47697	9905	32585	14934	14107	14102	15026	69	-21	31912	631197	0	65535	65535
2017	7	15	15	6	5	0	0	0	0	46720	38755	30686	36066	29696	34821	40467	49566	47700	9904	32539	15057	14051	14101	14856	69	-21	31981	632518	0	65535	65535
2017	7	15	15	7	5	0	0	0	0	46717	38698	30613	36086	29697	34822	40396	49546	47651	9905	32557	14772	14046	14031	15117	68	-17	32049	633853	0	65535	65535
2017	7	15	15	8	5	0	0	0	0	46715	38630	30592	36072	29681	34805	40401	49561	47649	9961	32559	14903	14085	14094	15036	70	-21	32119	635180	0	65535	65535
2017	7	15	15	9	5	0	0	0	0	46715	38803	30707	36187	29751	34865	40441	49615	47692	10082	32577	14941	14128	14112	15082	70	-21	32189	636487	0	65535	65535
2017	7	15	15	10	5	0	0	0	0	46717	38665	30673	36135	29779	34857	40330	49548	47646	10113	32570	14867	14059	14178	15155	67	-22	32256	637805	0	65535	65535
2017	7	15	15	11	5	0	0	0	0	46720	38715	30691	36156	29725	34830	40377	49593	47660	10079	32500	14909	14584	13695	15091	52	-22	32310	639127	0	65535	65535
2017	7	15	15	12	5	0	0	0	0	46721	38835	30748	36257	29813	34936	40532	49692	47748	10173	32603	14991	14193	14105	15049	79	-21	32389	640436	0	65535	65535
2017	7	15	15	13	5	0	0	0	0	46720	38883	30789	36298	29833	34942	40537	49728	47774	10248	32620	14998	14223	14127	15080	69	-21	32458	641741	0	65535	65535
2017	7	15	15	14	5	0	0	0	0	46718	38770	30708	36220	29784	34904	40516	49691	47745	10234	32605	15022	14146	14162	15052	65	-21	32523	643044	0	65535	65535
2017	7	15	15	15	5	0	0	0	0	46716	38723	30679	36201	29784	34906	40486	49652	47720	10173	32603	14976	14146	14124	15040	65	-20	32588	644348	0	65535	65535
2017	7	15	15	16	5	0	0	0	0	46716	38440	30480	36008	29665	34808	40427	49592	47668	10017	32571	15060	14099	14111	14902	66	-22	32654	645658	0	65535	65535
2017	7	15	15	17	5	0	0	0	0	46718	38206	30319	35819	29552	34712	40284	49499	47623	9856	32546	14752	13955	14057	15088	69	-17	32723	646999	0	65535	65535
2017	7	15	15	18	5	0	0	0	0	46719	37932	30170	35664	29446	34587	40188	49415	47532	9742	32486	14869	14063	14058	14916	65	-22	32788	648335	0	65535	65535
2017	7	15	15	19	5	0	0	0	0	46720	38016	30190	35690	29476	34667	40269	49425	47564	9780	32508	14942	14012	14085	14846	63	-22	32851	649673	0	65535	65535
2017	7	15	15	20	5	0	0	0	0	46721	38234	30340	35873	29572	34753	40360	49522	47637	9914	32560	14883	14011	14131	15022	63	-21	32914	651004	0	65535	65535
2017	7	15	15	21	5	0	0	0	0	46720	38255	30273	35772	29563	34713	40278	49555	47676	9916	32549	14778	14023	14052	15147	60	-20	32976	652340	0	65535	65535
2017	7	15	15	22	5	0	0	0	0	46719	37985	30115	35731	29504	34693	40398	49551	47627	9834	32588	15002	14050	14011	14822	66	-26	33044	653680	0	65535	65535
2017	7	15	15	23	5	0	0	0	0	46716	38082	30231	35740	29509	34657	40324	49447	47610	9791	32528	14959	14045	14046	14826	64	-23	33108	655019	0	65535	65535
2017	7	15	15	24	5	0	0	0	0	46715	38010	30201	35715	29490	34682	40258	49429	47596	9743	32519	14699	14005	13971	15084	59	-18	33171	656361	0	65535	65535
2017	7	15	15	25	5	0	0	0	0	46716	37864	30112	35656	29448	34599	40218	49392	47536	9614	32487	14713	13992	14017	15059	62	-23	33233	657698	0	65535	65535
2017	7	15	15	26	5	0	0	0	0	46719	37453	29823	35336	29246	34430	40023	49210	47407	9478	32419	14652	13978	13895	15002	58	-23	33291	659033	0	65535	65535
2017	7	15	15	27	5	0	0	0	0	46720	37405	29791	35304	29233	34413	40040	49213	47400	9474	32386	14733	14003	13868	14876	62	-23	33353	660360	0	65535	65535
2017	7	15	15	28	5	0	0	0	0	46720	37412	29816	35322	29256	34444	40048	49234	47431	9458	32419	14696	14033	13828	14913	59	-21	33414	661685	0	65535	65535
2017	7	15	15	29	5	0	0	0	0	46718	37345	29760	35293	29289	34466	40077	49249	47430	9419	32414	14630	13990	13876	14934	60	-22	33474	663009	0	65535	65535
2017	7	15	15	30	5	0	0	0	0	46715	37180	29649	35175	29163	34334	39981	49129	47335	9389	32369	14773	13961	13879	14748	60	-25	33534	664314	0	65535	65535
2017	7	15	15	31	5	0	0	0	0	46716	37199	29713	35211	29176	34372	40007	49156	47345	9440	32377	14747	13945	13894	14836	60	-22	33594	665626	0	65535	65535
2017	7	15	15	32	5	0	0	0	0	46719	37100	29577	35124	29134	34377	39962	49084	47296	9307	32346	14799	13968	13870	14762	62	-25	33658	666931	0	65535	65535
2017	7	15	15	33	5	0	0	0	0	46720	37131	29620	35150	29152	34342	39900	49053	47259	9265	32301	14758	14321	13493	14759	48	-24	33706	668237	0	65535	65535
2017	7	15	15	34	5	0	0	0	0	46719	37187	29673	35201	29165	34337	39983	49156	47304	9308	32371	14786	14001	13794	14700	66	-23	33772	669546	0	65535	65535
2017	7	15	15	35	5	0	0	0	0	46716	37303	29719	35280	29221	34392	40023	49198	47343	9423	32398	14790	13968	13896	14815	59	-23	33831	670853	0	65535	65535
2017	7	15	15	36	5	0	0	0	0	46715	37299	29770	35276	29247	34425	40048	49221	47390	9523	32422	14660	13979	13951	14954	59	-22	33890	672189	0	65535	65535
2017	7	15	15	37	5	0	0	0	0	46719	37235	29666	35271	29220	34414	40019	49188	47330	9492	32350	15008	14137	13862	14620	58	-28	33948	673515	0	65535	65535
2017	7	15	15	38	5	0	0	0	0	46720	37255	29807	35366	29298	34419	40086	49303	47461	9566	32458	14734	13999	13903	14951	57	-19	34007	674846	0	65535	65535
2017	7	15	15	39	5	0	0	0	0	46715	37124	29659	35237	29225	34392	40045	49216	47380	9397	32410	14684	13979	13868	14885	55	-24	34062	676160	0	65535	65535
2017	7	15	15	40	5	0	0	0	0	46716	37016	29595	35144	29182	34345	39979	49133	47326	9248	32368	14764	13985	13844	14775	55	-25	34117	677467	0	65535	65535
2017	7	15	15	41	5	0	0	0	0	46720	36449	29174	34734	28919	34100	39765	48871	47124	8961	32277	14672	13746	13874	14647	58	-25	34175	678796	0	65535	65535
2017	7	15	15	42	5	0	0	0	0	46718	36110	28937	34476	28759	33967	39622	48775	47051	8916	32238	14537	13740	13767	14676	54	-23	34229	680125	0	65535	65535
2017	7	15	15	43	5	0	0	0	0	46715	36203	29011	34581	28816	34011	39689	48827	47103	8933	32271	14664	13739	13808	14568	56	-28	34285	681457	0	65535	65535
2017	7	15	15	44	5	0	0	0	0	46719	36366	29137	34705	28890	34088	39725	48875	47128	9001	32277	14552	13800	13809	14772	52	-23	34337	682788	0	65535	65535
2017	7	15	15	45	5	0	0	0	0	46720	36506	29324	34835	28978	34158	39847	49053	47258	9024	32351	14541	13809	13868	14853	52	-25	34391	684115	0	65535	65535
2017	7	15	15	46	5	0	0	0	0	46715	36519	29231	34830	28980	34138	39813	48979	47208	9052	32307	14594	13874	13754	14726	14	-27	34491	685448	0	65535	65535
2017	7	15	15	47	5	0	0	0	0	46717	36574	29283	34865	29011	34207	39857	49015	47243	9125	32337	14548	13813	13840	14825	93	-23	34584	686807	0	65535	65535
2017	7	15	15	48	5	0	0	0	0	46721	36357	29154	34773	28929	34115	39775	48955	47216	9025	32312	14497	13795	13804	14843	42	-23	34654	688148	0	65535	65535
2017	7	15	15	49	5	0	0	0	0	46718	36143	29006	34590	28845	34047	39706	48851	47145	8977	32297	14523	13790	13815	14797	64	-24	34728	689494	0	65535	65535
2017	7	15	15	50	5	0	0	0	0	46715	36228	29053	34638	28862	34071	39714	48883	47148	9007	32289	14514	13779	13813	14782	41	-23	34799	690837	0	65535	65535
2017	7	15	15	51	5	0	0	0	0	46719	36055	28943	34527	28808	34017	39673	48841	47121	8928	32278	14508	13733	13817	14750	65	-24	34864	692179	0	65535	65535
2017	7	15	15	52	5	0	0	0	0	46720	36204	29053	34656	28888	34083	39762	48881	47131	8911	32270	14663	13790	13779	14602	47	-27	34921	693516	0	65535	65535
2017	7	15	15	53	5	0	0	0	0	46715	36062	28924	34569	28814	34045	39741	48826	47089	8896	32244	14679	13818	13782	14538	55	-25	34976	694849	0	65535	65535
2017	7	15	15	54	5	0	0	0	0	46716	36192	29073	34679	28904	34087	39723	48870	47144	8960	32275	14481	13787	13760	14764	51	-21	35027	696176	0	65535	65535
2017	7	15	15	55	5	0	0	0	0	46720	36180	29066	34717	28917	34139	39730	48904	47178	9027	32281	14519	13696	13799	14802	53	-25	35080	697505	0	65535	65535
2017	7	15	15	56	5	0	0	0	0	46719	36417	29220	34875	29012	34180	39868	49012	47210	9138	32304	14649	13822	13910	14761	51	-26	35133	698823	0	65535	65535
2017	7	15	15	57	5	0	0	0	0	46715	36255	29108	34747	28959	34147	39837	48983	47213	9045	32312	14632	13800	13884	14713	49	-26	35184	700141	0	65535	65535
2017	7	15	15	58	5	0	0	0	0	46716	36076	28986	34618	28876	34069	39782	48903	47144	8946	32272	14678	13794	13823	14612	49	-26	35233	701467	0	65535	65535
2017	7	15	15	59	5	0	0	0	0	46720	35934	28890	34496	28800	34014	39674	48845	47111	8929	32252	14443	13720	13785	14814	49	-21	35284	702796	0	65535	65535
2017	7	15	16	0	5	0	0	0	0	46720	36029	28954	34552	28846	34055	39730	48895	47164	8979	32291	14527	13666	13873	14720	51	-26	35337	704126	0	65535	65535
2017	7	15	16	1	5	0	0	0	0	46715	36072	29013	34666	28913	34106	39834	48969	47196	9032	32300	14721	13765	13864	14590	47	-26	35384	705446	0	65535	65535
2017	7	15	16	2	5	0	0	0	0	46716	36128	29035	34693	28935	34133	39805	48882	47143	9060	32279	14749	13807	13872	14514	47	-26	35431	706762	0	65535	65535
2017	7	15	16	3	5	0	0	0	0	46719	35759	28788	34441	28783	33967	39678	48783	47027	8853	32198	14717	13782	13751	14437	45	-26	35476	708084	0	65535	65535
2017	7	15	16	4	5	0	0	0	0	46720	35370	28489	34154	28604	33808	39516	48643	46923	8652	32122	14613	13687	13758	14431	49	-26	35525	709396	0	65535	65535
2017	7	15	16	5	5	0	0	0	0	46718	35234	28424	34046	28535	33759	39458	48598	46909	8620	32120	14502	13746	13610	14516	47	-24	35572	710702	0	65535	65535
2017	7	15	16	6	5	0	0	0	0	46715	35339	28512	34153	28602	33814	39526	48643	46939	8665	32134	14612	13810	13617	14464	48	-27	35620	712021	0	65535	65535
2017	7	15	16	7	5	0	0	0	0	46715	35836	28869	34528	28841	34034	39719	48900	47157	8930	32272	14532	13778	13794	14747	50	-22	35672	713351	0	65535	65535
2017	7	15	16	8	5	0	0	0	0	46719	35745	28805	34483	28829	34030	39769	48906	47156	8882	32262	14696	13793	13807	14545	45	-27	35719	714678	0	65535	65535
2017	7	15	16	9	5	0	0	0	0	46720	35576	28688	34351	28742	33967	39653	48836	47119	8788	32261	14385	13642	13813	14833	48	-21	35769	716005	0	65535	65535
2017	7	15	16	10	5	0	0	0	0	46719	35745	28824	34507	28858	34071	39781	48962	47217	8960	32306	14557	13738	13849	14761	46	-26	35815	717329	0	65535	65535
2017	7	15	16	11	5	0	0	0	0	46717	35779	28845	34534	28869	34079	39806	48967	47216	9003	32317	14610	13760	13852	14669	45	-26	35860	718651	0	65535	65535
2017	7	15	16	12	5	0	0	0	0	46715	35517	28689	34389	28770	34005	39731	48925	47183	8863	32298	14551	13761	13783	14721	46	-25	35906	719974	0	65535	65535
2017	7	15	16	13	5	0	0	0	0	46716	35095	28364	34051	28561	33817	39529	48687	46993	8612	32178	14465	13731	13640	14545	47	-27	35953	721293	0	65535	65535
2017	7	15	16	14	5	0	0	0	0	46718	34682	28076	33737	28377	33624	39354	48492	46844	8454	32107	14471	13586	13653	14448	47	-29	36000	722604	0	65535	65535
2017	7	15	16	15	5	0	0	0	0	46720	34223	27760	33367	28115	33403	39150	48280	46704	8301	32037	14296	13469	13589	14440	45	-25	36045	723927	0	65535	65535
2017	7	15	16	16	5	0	0	0	0	46721	34738	28153	33857	28388	33693	39344	48539	46882	8411	32132	14260	13601	13685	14671	44	-25	36089	725248	0	65535	65535
2017	7	15	16	17	5	0	0	0	0	46719	34939	28291	33980	28543	33756	39486	48622	46927	8516	32116	14509	13756	13633	14505	42	-30	36131	726558	0	65535	65535
2017	7	15	16	18	5	0	0	0	0	46717	34855	28219	33908	28489	33714	39442	48583	46910	8470	32116	14426	13648	13641	14560	46	-25	36177	727867	0	65535	65535
2017	7	15	16	19	5	0	0	0	0	46714	35162	28406	34109	28615	33785	39562	48721	47006	8663	32167	14623	13716	13718	14491	47	-29	36224	729186	0	65535	65535
2017	7	15	16	20	5	0	0	0	0	46716	34861	28243	33949	28517	33732	39479	48624	46932	8569	32114	14515	13764	13589	14495	42	-25	36266	730491	0	65535	65535
2017	7	15	16	21	4	0	0	0	0	46718	34838	28237	33945	28530	33758	39494	48675	46969	8586	32142	14419	13743	13609	14605	42	-24	36308	731799	0	65535	65535
2017	7	15	16	22	5	0	0	0	0	46720	34843	28244	33956	28516	33723	39471	48615	46922	8602	32112	14514	13737	13602	14480	43	-27	36351	733108	0	65535	65535
2017	7	15	16	23	5	0	0	0	0	46720	34659	28114	33825	28445	33674	39412	48574	46897	8547	32090	14430	13690	13606	14540	43	-25	36394	734419	0	65535	65535
2017	7	15	16	24	5	0	0	0	0	46719	34738	28185	33900	28504	33729	39487	48647	46956	8608	32123	14501	13703	13632	14469	44	-29	36438	735730	0	65535	65535
2017	7	15	16	25	5	0	0	0	0	46716	34883	28284	33982	28587	33808	39554	48709	47009	8652	32169	14536	13704	13627	14493	44	-28	36482	737040	0	65535	65535
2017	7	15	16	26	5	0	0	0	0	46715	34688	28160	33904	28528	33759	39507	48696	47002	8598	32164	14384	13668	13643	14598	47	-26	36529	738356	0	65535	65535
2017	7	15	16	27	5	0	0	0	0	46716	34078	27731	33465	28223	33487	39233	48391	46769	8341	32040	14329	13525	13615	14477	45	-27	36574	739677	0	65535	65535
2017	7	15	16	28	5	0	0	0	0	46716	33931	27614	33325	28149	33396	39170	48303	46683	8280	31989	14405	13552	13504	14283	38	-28	36620	741005	0	65535	65535
2017	7	15	16	29	5	0	0	0	0	46718	34247	27850	33596	28357	33615	39431	48547	46889	8477	32077	14464	13605	13722	14425	45	-26	36667	742325	0	65535	65535
2017	7	15	16	30	5	0	0	0	0	46719	34192	27781	33522	28297	33533	39283	48433	46846	8447	32089	14394	13622	13542	14360	41	-25	36708	743638	0	65535	65535
2017	7	15	16	31	4	0	0	0	0	46719	34053	27727	33440	28276	33536	39272	48413	46767	8369	32086	14301	13479	13642	14521	41	-24	36751	744954	0	65535	65535
2017	7	15	16	32	5	0	0	0	0	46719	33985	27680	33431	28232	33497	39263	48447	46808	8393	32072	14317	13561	13627	14487	41	-27	36792	746267	0	65535	65535
2017	7	15	16	33	5	0	0	0	0	46720	34143	27835	33580	28335	33535	39265	48409	46741	8412	32030	14283	13600	13590	14553	42	-26	36834	747579	0	65535	65535
2017	7	15	16	34	5	0	0	0	0	46720	33986	27709	33463	28264	33515	39309	48470	46831	8424	32074	14406	13542	13659	14459	46	-30	36880	748891	0	65535	65535
2017	7	15	16	35	5	0	0	0	0	46719	34021	27738	33510	28312	33539	39357	48519	46858	8513	32093	14509	13567	13679	14415	40	-27	36920	750204	0	65535	65535
2017	7	15	16	36	4	0	0	0	0	46718	34155	27839	33622	28381	33614	39427	48608	46941	8642	32139	14545	13660	13706	14459	40	-26	36960	751510	0	65535	65535
2017	7	15	16	37	5	0	0	0	0	46716	34298	27954	33746	28477	33715	39513	48731	47047	8750	32184	14440	13724	13630	14591	38	-25	36998	752819	0	65535	65535
2017	7	15	16	38	4	0	0	0	0	46714	34184	27881	33678	28424	33646	39471	48656	46972	8704	32144	14588	13709	13670	14436	41	-28	37039	754133	0	65535	65535
2017	7	15	16	39	4	0	0	0	0	46716	33920	27692	33484	28303	33542	39342	48526	46864	8536	32078	14373	13535	13676	14495	41	-24	37080	755443	0	65535	65535
2017	7	15	16	40	5	0	0	0	0	46717	33348	27269	33032	27999	33246	39052	48179	46570	8209	31900	14327	13485	13502	14243	41	-28	37121	756763	0	65535	65535
2017	7	15	16	41	5	0	0	0	0	46718	32878	26939	32675	27776	33054	38853	48016	46459	8027	31830	14199	13465	13356	14234	39	-25	37160	758068	0	65535	65535
2017	7	15	16	42	4	0	0	0	0	46719	32973	27021	32762	27837	33118	38898	48086	46533	8107	31897	14120	13418	13470	14369	41	-24	37201	759386	0	65535	65535
2017	7	15	16	43	4	0	0	0	0	46720	33091	27121	32891	27921	33187	39000	48144	46556	8175	31886	14356	13479	13456	14203	38	-31	37239	760703	0	65535	65535
2017	7	15	16	44	5	0	0	0	0	46720	33189	27189	32975	27985	33247	39079	48238	46634	8239	31945	14396	13486	13520	14222	40	-27	37279	762022	0	65535	65535
2017	7	15	16	45	5	0	0	0	0	46720	33185	27190	32980	27989	33244	39088	48229	46620	8198	31930	14479	13506	13525	14157	39	-29	37318	763339	0	65535	65535
2017	7	15	16	46	4	0	0	0	0	46720	33074	27106	32878	27915	33181	38961	48164	46584	8140	31897	14083	13420	13488	14495	39	-21	37357	764654	0	65535	65535
2017	7	15	16	47	5	0	0	0	0	46720	32891	26983	32750	27831	33099	38897	48069	46488	8057	31837	14222	13491	13413	14286	39	-29	37396	765965	0	65535	65535
2017	7	15	16	48	5	0	0	0	0	46719	32756	26901	32680	27797	33067	38877	48055	46479	8052	31831	14161	13462	13383	14303	41	-27	37437	767276	0	65535	65535
2017	7	15	16	49	4	0	0	0	0	46719	32755	26910	32707	27816	33078	38888	48050	46464	8060	31823	14232	13478	13378	14239	39	-28	37476	768590	0	65535	65535
2017	7	15	16	50	5	0	0	0	0	46719	32591	26776	32603	27738	33011	38857	48002	46434	8002	31800	14267	13444	13398	14178	39	-28	37515	769898	0	65535	65535
2017	7	15	16	51	5	0	0	0	0	46718	32391	26600	32352	27558	32841	38669	47746	46260	7898	31775	14194	13292	13456	14088	38	-27	37553	771205	0	65535	65535
2017	7	15	16	52	4	0	0	0	0	46718	32350	26651	32445	27666	32901	38755	47903	46365	7913	31769	14156	13228	13426	14211	35	-27	37588	772512	0	65535	65535
2017	7	15	16	53	4	0	0	0	0	46718	32379	26637	32442	27689	32954	38778	47981	46447	7964	31817	14239	13412	13374	14170	36	-29	37624	773821	0	65535	65535
2017	7	15	16	54	4	0	0	0	0	46718	32315	26619	32436	27673	32971	38781	47949	46397	7943	31794	14130	13363	13386	14247	39	-27	37663	775132	0	65535	65535
2017	7	15	16	55	5	0	0	0	0	46718	32378	26671	32522	27727	32959	38838	48037	46504	7994	31831	14251	13407	13409	14213	39	-29	37702	776441	0	65535	65535
2017	7	15	16	56	4	0	0	0	0	46717	32336	26649	32460	27722	33002	38855	48048	46499	8015	31832	14287	13503	13400	14154	39	-28	37741	777749	0	65535	65535
