#	datafile Path	C:\data\asr\17060530.dat
#	datafile Name	17060530.dat
#	Download date	2017-06-05  
#	download Time	20:02:17
#	Software name	(@) ASRdown_tools.c
#	software Revision	76
#	software date	2004 January 12
#	ASR software version	R392d.MSA
#
#	? location where ASR was operated ? 
#	ceh rooftop June 5 2017 L8 & RE1
#	
#	? weather conditions ? 
#	very nice all day, some wv gradient to the W
#	
#	? ASR operator name ? 
#	daaron all times utc
#	
#	? observations and comments ? 
#	
#	
------------------------------------------------------

CHANNEL         2  24125	barometer	65535
CHANNEL         3  30392	humidity	65535
CHANNEL         4  27012
CHANNEL         5  32351
CHANNEL         6  38704
CHANNEL         7  48770
CHANNEL         8  46912
CHANNEL         9  11513
CHANNEL        10  31775
TIME         13  :  56  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  28654	ambient	    0
CHANNEL         2  24266	barometer	65535
CHANNEL         3  30523	humidity	65535
CHANNEL         4  26988
CHANNEL         5  32460
CHANNEL         6  38767
CHANNEL         7  48860
CHANNEL         8  47009
CHANNEL         9  11606
CHANNEL        10  31820
TIME         13  :  57  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  28665	ambient	    0
CHANNEL         2  24353	barometer	65535
CHANNEL         3  30610	humidity	65535
CHANNEL         4  27072
CHANNEL         5  32464
CHANNEL         6  38777
CHANNEL         7  48848
CHANNEL         8  46941
CHANNEL         9  11622
CHANNEL        10  31791
TIME         13  :  58  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  28907	ambient	    0
CHANNEL         2  24434	barometer	65535
CHANNEL         3  30694	humidity	65535
CHANNEL         4  27190
CHANNEL         5  32551
CHANNEL         6  38803
CHANNEL         7  48891
CHANNEL         8  47020
CHANNEL         9  11648
CHANNEL        10  31837
TIME         13  :  59  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  29124	ambient	    0
CHANNEL         2  24531	barometer	65535
CHANNEL         3  30773	humidity	65535
CHANNEL         4  27240
CHANNEL         5  32586
CHANNEL         6  38823
CHANNEL         7  48893
CHANNEL         8  47056
CHANNEL         9  11653
CHANNEL        10  31813
TIME         14  :   0  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  29181	ambient	    0
CHANNEL         2  24609	barometer	65535
CHANNEL         3  30857	humidity	65535
CHANNEL         4  27278
CHANNEL         5  32631
CHANNEL         6  38840
CHANNEL         7  48889
CHANNEL         8  47021
CHANNEL         9  11720
CHANNEL        10  31829
TIME         14  :   1  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  29266	ambient	    0
CHANNEL         2  24641	barometer	65535
CHANNEL         3  30872	humidity	65535
CHANNEL         4  27317
CHANNEL         5  32642
CHANNEL         6  38855
CHANNEL         7  48911
CHANNEL         8  47029
CHANNEL         9  11717
CHANNEL        10  31837
TIME         14  :   2  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  29400	ambient	    0
CHANNEL         2  24763	barometer	65535
CHANNEL         3  30981	humidity	65535
CHANNEL         4  27351
CHANNEL         5  32725
CHANNEL         6  38956
CHANNEL         7  48969
CHANNEL         8  47058
CHANNEL         9  11799
CHANNEL        10  31804
TIME         14  :   3  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  29627	ambient	    0
CHANNEL         2  24870	barometer	65535
CHANNEL         3  31041	humidity	65535
CHANNEL         4  27295
CHANNEL         5  32682
CHANNEL         6  38955
CHANNEL         7  48988
CHANNEL         8  47051
CHANNEL         9  11835
CHANNEL        10  31837
TIME         14  :   4  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  29710	ambient	    0
CHANNEL         2  24938	barometer	65535
CHANNEL         3  31181	humidity	65535
CHANNEL         4  27433
CHANNEL         5  32751
CHANNEL         6  38978
CHANNEL         7  48991
CHANNEL         8  47085
CHANNEL         9  11879
CHANNEL        10  31847
TIME         14  :   5  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  29896	ambient	    0
CHANNEL         2  24907	barometer	65535
CHANNEL         3  31095	humidity	65535
CHANNEL         4  27385
CHANNEL         5  32719
CHANNEL         6  38986
CHANNEL         7  48973
CHANNEL         8  47103
CHANNEL         9  11865
CHANNEL        10  31862
TIME         14  :   6  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  30039	ambient	    0
CHANNEL         2  25164	barometer	65535
CHANNEL         3  31384	humidity	65535
CHANNEL         4  27566
CHANNEL         5  32928
CHANNEL         6  39177
CHANNEL         7  49203
CHANNEL         8  47253
CHANNEL         9  11965
CHANNEL        10  31972
TIME         14  :   7  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  30152	ambient	    0
CHANNEL         2  25211	barometer	65535
CHANNEL         3  31438	humidity	65535
CHANNEL         4  27578
CHANNEL         5  33027
CHANNEL         6  39253
CHANNEL         7  49287
CHANNEL         8  47347
CHANNEL         9  12009
CHANNEL        10  31999
TIME         14  :   8  :   6	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  30288	ambient	    0
CHANNEL         2  25339	barometer	65535
CHANNEL         3  31586	humidity	65535
CHANNEL         4  27693
CHANNEL         5  33014
CHANNEL         6  39263
CHANNEL         7  49273
CHANNEL         8  47321
CHANNEL         9  12053
CHANNEL        10  32018
TIME         14  :   9  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  30494	ambient	    0
CHANNEL         2  25456	barometer	65535
CHANNEL         3  31697	humidity	65535
CHANNEL         4  27715
CHANNEL         5  33100
CHANNEL         6  39319
CHANNEL         7  49323
CHANNEL         8  47375
CHANNEL         9  12099
CHANNEL        10  32063
TIME         14  :  10  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  30443	ambient	    0
CHANNEL         2  25510	barometer	65535
CHANNEL         3  31701	humidity	65535
CHANNEL         4  27820
CHANNEL         5  33117
CHANNEL         6  39337
CHANNEL         7  49241
CHANNEL         8  47263
CHANNEL         9  12079
CHANNEL        10  32026
TIME         14  :  11  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  30650	ambient	    0
CHANNEL         2  25545	barometer	65535
CHANNEL         3  31770	humidity	65535
CHANNEL         4  27776
CHANNEL         5  33091
CHANNEL         6  39278
CHANNEL         7  49262
CHANNEL         8  47301
CHANNEL         9  12120
CHANNEL        10  31998
TIME         14  :  12  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  30785	ambient	    0
CHANNEL         2  25660	barometer	65535
CHANNEL         3  31848	humidity	65535
CHANNEL         4  27853
CHANNEL         5  33129
CHANNEL         6  39290
CHANNEL         7  49331
CHANNEL         8  47336
CHANNEL         9  12179
CHANNEL        10  32004
TIME         14  :  13  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  30924	ambient	    0
CHANNEL         2  25744	barometer	65535
CHANNEL         3  31924	humidity	65535
CHANNEL         4  27868
CHANNEL         5  33167
CHANNEL         6  39339
CHANNEL         7  49324
CHANNEL         8  47337
CHANNEL         9  12203
CHANNEL        10  32009
TIME         14  :  14  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  30983	ambient	    0
CHANNEL         2  25786	barometer	65535
CHANNEL         3  31926	humidity	65535
CHANNEL         4  27916
CHANNEL         5  33181
CHANNEL         6  39318
CHANNEL         7  49322
CHANNEL         8  47336
CHANNEL         9  12224
CHANNEL        10  32011
TIME         14  :  15  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  31105	ambient	    0
CHANNEL         2  25852	barometer	65535
CHANNEL         3  32062	humidity	65535
CHANNEL         4  27933
CHANNEL         5  33227
CHANNEL         6  39377
CHANNEL         7  49363
CHANNEL         8  47352
CHANNEL         9  12261
CHANNEL        10  32020
TIME         14  :  16  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.9	-273.2
CHANNEL         1  31288	ambient	    0
CHANNEL         2  25970	barometer	65535
CHANNEL         3  32142	humidity	65535
CHANNEL         4  27976
CHANNEL         5  33295
CHANNEL         6  39452
CHANNEL         7  49424
CHANNEL         8  47411
CHANNEL         9  12306
CHANNEL        10  32055
TIME         14  :  17  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  31351	ambient	    0
CHANNEL         2  26005	barometer	65535
CHANNEL         3  32127	humidity	65535
CHANNEL         4  27918
CHANNEL         5  33247
CHANNEL         6  39387
CHANNEL         7  49329
CHANNEL         8  47341
CHANNEL         9  12286
CHANNEL        10  31997
TIME         14  :  18  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  31391	ambient	    0
CHANNEL         2  26009	barometer	65535
CHANNEL         3  32153	humidity	65535
CHANNEL         4  27970
CHANNEL         5  33223
CHANNEL         6  39348
CHANNEL         7  49241
CHANNEL         8  47257
CHANNEL         9  12295
CHANNEL        10  31938
TIME         14  :  19  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  31543	ambient	    0
CHANNEL         2  26081	barometer	65535
CHANNEL         3  32190	humidity	65535
CHANNEL         4  27963
CHANNEL         5  33229
CHANNEL         6  39352
CHANNEL         7  49229
CHANNEL         8  47248
CHANNEL         9  12357
CHANNEL        10  31964
TIME         14  :  20  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  31678	ambient	    0
CHANNEL         2  26192	barometer	65535
CHANNEL         3  32420	humidity	65535
CHANNEL         4  28116
CHANNEL         5  33352
CHANNEL         6  39416
CHANNEL         7  49338
CHANNEL         8  47367
CHANNEL         9  12410
CHANNEL        10  32002
TIME         14  :  21  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  31896	ambient	    0
CHANNEL         2  26266	barometer	65535
CHANNEL         3  32397	humidity	65535
CHANNEL         4  28134
CHANNEL         5  33331
CHANNEL         6  39483
CHANNEL         7  49359
CHANNEL         8  47359
CHANNEL         9  12404
CHANNEL        10  32031
TIME         14  :  22  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  31814	ambient	    0
CHANNEL         2  26318	barometer	65535
CHANNEL         3  32422	humidity	65535
CHANNEL         4  28122
CHANNEL         5  33398
CHANNEL         6  39507
CHANNEL         7  49423
CHANNEL         8  47398
CHANNEL         9  12386
CHANNEL        10  32023
TIME         14  :  23  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  32043	ambient	    0
CHANNEL         2  26414	barometer	65535
CHANNEL         3  32534	humidity	65535
CHANNEL         4  28181
CHANNEL         5  33429
CHANNEL         6  39509
CHANNEL         7  49418
CHANNEL         8  47374
CHANNEL         9  12381
CHANNEL        10  32030
TIME         14  :  24  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  32228	ambient	    0
CHANNEL         2  26530	barometer	65535
CHANNEL         3  32626	humidity	65535
CHANNEL         4  28312
CHANNEL         5  33525
CHANNEL         6  39684
CHANNEL         7  49578
CHANNEL         8  47595
CHANNEL         9  12533
CHANNEL        10  32144
TIME         14  :  25  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  32273	ambient	    0
CHANNEL         2  26552	barometer	65535
CHANNEL         3  32685	humidity	65535
CHANNEL         4  28260
CHANNEL         5  33563
CHANNEL         6  39678
CHANNEL         7  49576
CHANNEL         8  47542
CHANNEL         9  12479
CHANNEL        10  32145
TIME         14  :  26  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  32396	ambient	    0
CHANNEL         2  26680	barometer	65535
CHANNEL         3  32844	humidity	65535
CHANNEL         4  28316
CHANNEL         5  33589
CHANNEL         6  39703
CHANNEL         7  49620
CHANNEL         8  47590
CHANNEL         9  12489
CHANNEL        10  32135
TIME         14  :  27  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  32444	ambient	    0
CHANNEL         2  26716	barometer	65535
CHANNEL         3  32796	humidity	65535
CHANNEL         4  28366
CHANNEL         5  33624
CHANNEL         6  39737
CHANNEL         7  49585
CHANNEL         8  47583
CHANNEL         9  12544
CHANNEL        10  32169
TIME         14  :  28  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  32572	ambient	    0
CHANNEL         2  26790	barometer	65535
CHANNEL         3  32870	humidity	65535
CHANNEL         4  28414
CHANNEL         5  33657
CHANNEL         6  39742
CHANNEL         7  49626
CHANNEL         8  47617
CHANNEL         9  12570
CHANNEL        10  32176
TIME         14  :  29  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  32703	ambient	    0
CHANNEL         2  26855	barometer	65535
CHANNEL         3  32937	humidity	65535
CHANNEL         4  28357
CHANNEL         5  33634
CHANNEL         6  39762
CHANNEL         7  49653
CHANNEL         8  47620
CHANNEL         9  12616
CHANNEL        10  32155
TIME         14  :  30  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  32830	ambient	    0
CHANNEL         2  26951	barometer	65535
CHANNEL         3  33042	humidity	65535
CHANNEL         4  28455
CHANNEL         5  33756
CHANNEL         6  39870
CHANNEL         7  49720
CHANNEL         8  47682
CHANNEL         9  12697
CHANNEL        10  32224
TIME         14  :  31  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  32941	ambient	    0
CHANNEL         2  27048	barometer	65535
CHANNEL         3  33071	humidity	65535
CHANNEL         4  28492
CHANNEL         5  33820
CHANNEL         6  39887
CHANNEL         7  49743
CHANNEL         8  47709
CHANNEL         9  12720
CHANNEL        10  32231
TIME         14  :  32  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  32988	ambient	    0
CHANNEL         2  27050	barometer	65535
CHANNEL         3  33117	humidity	65535
CHANNEL         4  28501
CHANNEL         5  33767
CHANNEL         6  39871
CHANNEL         7  49683
CHANNEL         8  47641
CHANNEL         9  12788
CHANNEL        10  32183
TIME         14  :  33  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  33259	ambient	    0
CHANNEL         2  27202	barometer	65535
CHANNEL         3  33219	humidity	65535
CHANNEL         4  28559
CHANNEL         5  33842
CHANNEL         6  39940
CHANNEL         7  49750
CHANNEL         8  47673
CHANNEL         9  12808
CHANNEL        10  32207
TIME         14  :  34  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  33223	ambient	    0
CHANNEL         2  27217	barometer	65535
CHANNEL         3  33309	humidity	65535
CHANNEL         4  28610
CHANNEL         5  33860
CHANNEL         6  39926
CHANNEL         7  49764
CHANNEL         8  47714
CHANNEL         9  12805
CHANNEL        10  32215
TIME         14  :  35  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  33367	ambient	    0
CHANNEL         2  27289	barometer	65535
CHANNEL         3  33383	humidity	65535
CHANNEL         4  28656
CHANNEL         5  33901
CHANNEL         6  39973
CHANNEL         7  49792
CHANNEL         8  47730
CHANNEL         9  12846
CHANNEL        10  32243
TIME         14  :  36  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  33433	ambient	    0
CHANNEL         2  27344	barometer	65535
CHANNEL         3  33381	humidity	65535
CHANNEL         4  28616
CHANNEL         5  33884
CHANNEL         6  39936
CHANNEL         7  49757
CHANNEL         8  47690
CHANNEL         9  12848
CHANNEL        10  32214
TIME         14  :  37  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  33550	ambient	    0
CHANNEL         2  27429	barometer	65535
CHANNEL         3  33498	humidity	65535
CHANNEL         4  28713
CHANNEL         5  33933
CHANNEL         6  39981
CHANNEL         7  49802
CHANNEL         8  47736
CHANNEL         9  12894
CHANNEL        10  32232
TIME         14  :  38  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  33653	ambient	    0
CHANNEL         2  27472	barometer	65535
CHANNEL         3  33525	humidity	65535
CHANNEL         4  28703
CHANNEL         5  33935
CHANNEL         6  39968
CHANNEL         7  49781
CHANNEL         8  47714
CHANNEL         9  12899
CHANNEL        10  32215
TIME         14  :  39  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  33672	ambient	    0
CHANNEL         2  27482	barometer	65535
CHANNEL         3  33483	humidity	65535
CHANNEL         4  28667
CHANNEL         5  33913
CHANNEL         6  39935
CHANNEL         7  49727
CHANNEL         8  47656
CHANNEL         9  12882
CHANNEL        10  32180
TIME         14  :  40  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  33697	ambient	    0
CHANNEL         2  27550	barometer	65535
CHANNEL         3  33526	humidity	65535
CHANNEL         4  28740
CHANNEL         5  33967
CHANNEL         6  39945
CHANNEL         7  49752
CHANNEL         8  47707
CHANNEL         9  12886
CHANNEL        10  32213
TIME         14  :  41  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  33897	ambient	    0
CHANNEL         2  27553	barometer	65535
CHANNEL         3  33630	humidity	65535
CHANNEL         4  28741
CHANNEL         5  33996
CHANNEL         6  40002
CHANNEL         7  49800
CHANNEL         8  47711
CHANNEL         9  12890
CHANNEL        10  32257
TIME         14  :  42  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  33959	ambient	    0
CHANNEL         2  27650	barometer	65535
CHANNEL         3  33639	humidity	65535
CHANNEL         4  28768
CHANNEL         5  34052
CHANNEL         6  40024
CHANNEL         7  49842
CHANNEL         8  47735
CHANNEL         9  12919
CHANNEL        10  32250
TIME         14  :  43  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  34040	ambient	    0
CHANNEL         2  27688	barometer	65535
CHANNEL         3  33665	humidity	65535
CHANNEL         4  28801
CHANNEL         5  34008
CHANNEL         6  39982
CHANNEL         7  49766
CHANNEL         8  47697
CHANNEL         9  12908
CHANNEL        10  32236
TIME         14  :  44  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  34104	ambient	    0
CHANNEL         2  27775	barometer	65535
CHANNEL         3  33706	humidity	65535
CHANNEL         4  28859
CHANNEL         5  34035
CHANNEL         6  40077
CHANNEL         7  49846
CHANNEL         8  47736
CHANNEL         9  12929
CHANNEL        10  32246
TIME         14  :  45  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  34231	ambient	    0
CHANNEL         2  27844	barometer	65535
CHANNEL         3  33811	humidity	65535
CHANNEL         4  28902
CHANNEL         5  34115
CHANNEL         6  40108
CHANNEL         7  49870
CHANNEL         8  47787
CHANNEL         9  12963
CHANNEL        10  32281
TIME         14  :  46  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  34467	ambient	    0
CHANNEL         2  27982	barometer	65535
CHANNEL         3  33951	humidity	65535
CHANNEL         4  28854
CHANNEL         5  34198
CHANNEL         6  40197
CHANNEL         7  49991
CHANNEL         8  47872
CHANNEL         9  13164
CHANNEL        10  32318
TIME         14  :  47  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  34581	ambient	    0
CHANNEL         2  28058	barometer	65535
CHANNEL         3  34067	humidity	65535
CHANNEL         4  29013
CHANNEL         5  34236
CHANNEL         6  40222
CHANNEL         7  50014
CHANNEL         8  47891
CHANNEL         9  13205
CHANNEL        10  32332
TIME         14  :  48  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  34657	ambient	    0
CHANNEL         2  28109	barometer	65535
CHANNEL         3  34109	humidity	65535
CHANNEL         4  29033
CHANNEL         5  34259
CHANNEL         6  40234
CHANNEL         7  50024
CHANNEL         8  47882
CHANNEL         9  13255
CHANNEL        10  32322
TIME         14  :  49  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  34681	ambient	    0
CHANNEL         2  28138	barometer	65535
CHANNEL         3  34132	humidity	65535
CHANNEL         4  29060
CHANNEL         5  34268
CHANNEL         6  40238
CHANNEL         7  50014
CHANNEL         8  47887
CHANNEL         9  13206
CHANNEL        10  32319
TIME         14  :  50  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  34819	ambient	    0
CHANNEL         2  28203	barometer	65535
CHANNEL         3  34194	humidity	65535
CHANNEL         4  29078
CHANNEL         5  34299
CHANNEL         6  40265
CHANNEL         7  50047
CHANNEL         8  47909
CHANNEL         9  13248
CHANNEL        10  32336
TIME         14  :  51  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  34947	ambient	    0
CHANNEL         2  28289	barometer	65535
CHANNEL         3  34272	humidity	65535
CHANNEL         4  29128
CHANNEL         5  34336
CHANNEL         6  40309
CHANNEL         7  50075
CHANNEL         8  47930
CHANNEL         9  13286
CHANNEL        10  32350
TIME         14  :  52  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  34989	ambient	    0
CHANNEL         2  28287	barometer	65535
CHANNEL         3  34233	humidity	65535
CHANNEL         4  29043
CHANNEL         5  34315
CHANNEL         6  40271
CHANNEL         7  50016
CHANNEL         8  47876
CHANNEL         9  13235
CHANNEL        10  32322
TIME         14  :  53  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  35107	ambient	    0
CHANNEL         2  28401	barometer	65535
CHANNEL         3  34317	humidity	65535
CHANNEL         4  29055
CHANNEL         5  34363
CHANNEL         6  40324
CHANNEL         7  50082
CHANNEL         8  47923
CHANNEL         9  13284
CHANNEL        10  32350
TIME         14  :  54  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  35106	ambient	    0
CHANNEL         2  28361	barometer	65535
CHANNEL         3  34311	humidity	65535
CHANNEL         4  29135
CHANNEL         5  34327
CHANNEL         6  40274
CHANNEL         7  50020
CHANNEL         8  47870
CHANNEL         9  13210
CHANNEL        10  32312
TIME         14  :  55  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  35260	ambient	    0
CHANNEL         2  28472	barometer	65535
CHANNEL         3  34383	humidity	65535
CHANNEL         4  29166
CHANNEL         5  34358
CHANNEL         6  40305
CHANNEL         7  49993
CHANNEL         8  47850
CHANNEL         9  13191
CHANNEL        10  32292
TIME         14  :  56  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  35339	ambient	    0
CHANNEL         2  28497	barometer	65535
CHANNEL         3  34405	humidity	65535
CHANNEL         4  29197
CHANNEL         5  34397
CHANNEL         6  40361
CHANNEL         7  50064
CHANNEL         8  47931
CHANNEL         9  13289
CHANNEL        10  32327
TIME         14  :  57  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  35469	ambient	    0
CHANNEL         2  28609	barometer	65535
CHANNEL         3  34555	humidity	65535
CHANNEL         4  29288
CHANNEL         5  34468
CHANNEL         6  40391
CHANNEL         7  50118
CHANNEL         8  47957
CHANNEL         9  13333
CHANNEL        10  32375
TIME         14  :  58  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  35518	ambient	    0
CHANNEL         2  28620	barometer	65535
CHANNEL         3  34537	humidity	65535
CHANNEL         4  29255
CHANNEL         5  34448
CHANNEL         6  40366
CHANNEL         7  50088
CHANNEL         8  47923
CHANNEL         9  13295
CHANNEL        10  32347
TIME         14  :  59  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  35529	ambient	    0
CHANNEL         2  28619	barometer	65535
CHANNEL         3  34500	humidity	65535
CHANNEL         4  29240
CHANNEL         5  34403
CHANNEL         6  40312
CHANNEL         7  50024
CHANNEL         8  47862
CHANNEL         9  13291
CHANNEL        10  32299
TIME         15  :   0  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  35614	ambient	    0
CHANNEL         2  28674	barometer	65535
CHANNEL         3  34544	humidity	65535
CHANNEL         4  29259
CHANNEL         5  34449
CHANNEL         6  40354
CHANNEL         7  50059
CHANNEL         8  47884
CHANNEL         9  13353
CHANNEL        10  32320
TIME         15  :   1  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  35783	ambient	    0
CHANNEL         2  28775	barometer	65535
CHANNEL         3  34670	humidity	65535
CHANNEL         4  29351
CHANNEL         5  34521
CHANNEL         6  40410
CHANNEL         7  50112
CHANNEL         8  47928
CHANNEL         9  13415
CHANNEL        10  32341
TIME         15  :   2  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  35789	ambient	    0
CHANNEL         2  28727	barometer	65535
CHANNEL         3  34602	humidity	65535
CHANNEL         4  29277
CHANNEL         5  34498
CHANNEL         6  40324
CHANNEL         7  50054
CHANNEL         8  47875
CHANNEL         9  13373
CHANNEL        10  32313
TIME         15  :   3  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  35860	ambient	    0
CHANNEL         2  28796	barometer	65535
CHANNEL         3  34667	humidity	65535
CHANNEL         4  29324
CHANNEL         5  34483
CHANNEL         6  40352
CHANNEL         7  50068
CHANNEL         8  47879
CHANNEL         9  13391
CHANNEL        10  32306
TIME         15  :   4  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  35868	ambient	    0
CHANNEL         2  28808	barometer	65535
CHANNEL         3  34637	humidity	65535
CHANNEL         4  29298
CHANNEL         5  34448
CHANNEL         6  40316
CHANNEL         7  49991
CHANNEL         8  47809
CHANNEL         9  13397
CHANNEL        10  32238
TIME         15  :   5  :   4	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  35852	ambient	    0
CHANNEL         2  28789	barometer	65535
CHANNEL         3  34617	humidity	65535
CHANNEL         4  29244
CHANNEL         5  34424
CHANNEL         6  40283
CHANNEL         7  49945
CHANNEL         8  47766
CHANNEL         9  13318
CHANNEL        10  32195
TIME         15  :   6  :   5	DATE	2017-6-5
------------------------------------------------------

TEMP.          47.8	-273.2
CHANNEL         1  35993	ambient	    0
CHANNEL         2  28874	barometer	65535
CHANNEL         3  34719	humidity	65535
CHANNEL         4  29313
CHANNEL         5  34445
CHANNEL         6  40295
CHANNEL         7  49950
CHANNEL         8  47761
CHANNEL         9  13413
