05/06/2017,00:01:31,431597,903544,559611,640586,232169,422282,689656,123285,21374,3385,431515,901850,559585,640848,231445,421181,688064,122025,21268,3353,430767,902675,558802,639672,230363,420538,689644,118915,21049,3304,33.2
05/06/2017,00:03:29,429471,900093,557011,636884,227686,416428,686973,113977,20685,3222,429355,899092,556119,634884,226427,415428,686186,113641,20568,3196,429227,898489,556158,635191,225747,414828,685857,112958,20467,3172,33.2
05/06/2017,00:05:13,429515,898026,556946,634894,224913,413705,684757,112082,20275,3125,428888,896272,556456,633541,223987,412489,684081,111606,20148,3094,427833,895770,554557,631752,222572,410473,683788,110962,19950,3054,33.2
05/06/2017,00:16:10,420027,882522,544523,612598,203319,385331,672925,96670,17189,2439,420535,881902,544659,611777,202647,384375,671854,95192,17085,2416,420736,880476,545438,612897,202359,384580,671625,94896,16974,2390,33.0
05/06/2017,00:18:08,419992,880157,544239,610556,200360,381996,671053,94744,16716,2330,419777,879573,543646,609317,199409,380247,670236,94146,16558,2297,419219,878867,542672,608211,198073,378615,669935,93235,16383,2264,32.9
05/06/2017,00:21:14,418365,876745,541953,605451,194588,374315,668263,93196,15877,2157,418010,876189,541304,604906,193767,373313,667968,93283,15763,2131,417351,874991,540461,602580,192453,371605,667004,92637,15605,2100,32.7
05/06/2017,00:25:31,412702,867643,534080,590664,181382,356378,659893,82377,14191,1828,411573,866896,532116,588400,179854,353819,659518,81712,14006,1798,412884,866967,534368,589901,179734,354507,659567,81841,13962,1783,32.5
05/06/2017,00:27:29,411147,865511,532301,586828,177689,351492,658973,81215,13706,1735,411818,864688,533020,587202,177383,351341,658126,81012,13644,1716,411048,864791,531554,585647,176249,349325,657729,80550,13489,1691,32.6
05/06/2017,00:30:52,408609,861846,528583,579983,170935,342580,655214,78203,12826,1570,409793,861328,529959,581038,171190,343396,655266,78107,12809,1560,408496,861150,529008,579700,169906,341345,654791,77339,12627,1531,32.5
05/06/2017,00:41:47,396113,834143,510607,547831,144589,304683,632668,64054,9689,1029,395012,832457,508863,544441,142946,302102,631203,63111,9524,1005,393257,829747,507052,542036,141551,299904,629190,62438,9386,982,32.4
05/06/2017,00:46:31,390742,823912,503375,533209,133278,288032,624813,59590,8438,835,390137,825027,502041,531871,131940,286441,625015,59635,8312,816,389975,824242,502310,530575,130895,284714,623925,59679,8169,797,32.1
05/06/2017,00:48:31,389773,823673,500797,528221,128357,281012,623799,58262,7906,757,389245,823050,500684,526236,126896,278466,622580,57341,7759,735,388386,821165,499297,524079,125515,276661,621411,56835,7621,716,32.2
05/06/2017,00:52:31,385064,814500,494641,514655,118036,265362,616233,53453,6840,609,384409,814742,493126,512186,116615,263232,615966,52838,6730,591,384457,814084,493203,511982,115657,261810,615071,52349,6618,577,32.0
05/06/2017,00:54:33,383191,810985,491562,508309,113311,258364,613408,51942,6402,548,382508,811283,490713,506995,112254,256671,613385,51957,6285,533,381999,811007,489901,504942,110704,253983,612351,51634,6135,515,32.0
05/06/2017,00:58:31,378040,802248,483868,492818,102256,240608,604550,47788,5365,418,376783,800701,483008,490831,101050,238772,603395,47060,5268,408,376299,799076,481717,488346,99510,236427,602033,46404,5137,394,31.7
05/06/2017,01:00:29,373212,796929,477563,482739,96610,231444,600085,44962,4894,366,373844,795971,478788,482690,95652,230058,598652,44361,4796,354,372187,792766,476567,479713,94094,227389,596321,43521,4673,341,31.7
05/06/2017,01:04:21,366350,781977,467914,464553,85434,212377,587255,39848,3973,268,366546,780558,467644,463275,84171,210545,585711,39312,3858,256,363720,778308,464806,459119,82388,207174,584384,38579,3751,246,31.4
05/06/2017,01:07:31,362375,772416,462210,452407,77519,199270,579545,36800,3357,206,360108,771611,458845,448668,75840,196105,578677,36099,3245,197,359891,770471,459319,447561,74703,194496,577537,35734,3164,187,31.3
05/06/2017,01:09:33,358732,767542,456993,443617,72649,190690,575714,34874,3012,175,357118,764729,454601,440110,71314,188210,573692,34240,2921,165,356986,763784,454129,438697,70216,186291,572811,33636,2832,159,31.3
05/06/2017,11:42:29,358831,797023,476399,457718,74029,196760,597304,36239,3199,192,357398,799893,475990,461397,74895,198120,598745,36794,3273,200,359411,802472,478080,463873,76493,201339,600421,37705,3391,210,16.5
05/06/2017,11:46:21,363717,808689,483796,476685,83817,214147,606940,40931,3932,262,366023,811883,486913,480526,85371,217388,608545,41737,4069,277,365997,814345,487586,481389,86798,218681,610733,42531,4181,288,16.7
05/06/2017,11:49:41,370069,814148,494112,491539,93395,229938,617168,45131,4704,344,370822,820752,494032,493699,94215,231125,615550,45667,4790,354,371004,820952,498135,498118,96038,234929,619029,46679,4955,370,17.0
05/06/2017,11:51:41,372269,824181,498606,501136,98478,239273,619027,47584,5165,396,373769,826635,500284,504613,100017,240967,621872,48174,5283,411,374305,826877,500759,506189,101765,242897,623347,49004,5420,429,17.2
05/06/2017,11:55:41,378605,834453,506854,518762,109474,257410,628418,52728,6154,513,378174,836245,507666,519348,110606,258243,632087,53307,6253,527,379909,836907,508712,522392,111918,261026,631373,53761,6391,545,17.3
05/06/2017,11:57:39,380496,838430,510827,523944,114113,264875,633626,55051,6636,578,381827,839943,511447,528645,115846,267940,633922,55725,6772,597,381814,839633,513467,530158,117287,269086,635302,56249,6932,613,17.6
